1,18 
1,176 
1,120 
1,33 
1,54 
1,90 
1,169 
1,171 
1,112 
1,100 
1,72 
1,59 
1,147 
1,89 
1,168 
1,42 
1,106 
1,145 
10,120 
10,203 
10,70 
10,108 
10,178 
10,157 
10,2 
10,133 
10,51 
10,32 
10,117 
10,143 
10,89 
10,110 
10,126 
10,198 
10,42 
10,16 
10,60 
10,94 
10,201 
10,180 
18,120 
18,73 
18,90 
18,31 
18,171 
18,112 
18,59 
18,26 
18,87 
18,129 
18,115 
18,133 
18,172 
18,117 
18,77 
18,147 
18,164 
18,143 
18,8 
18,198 
18,106 
26,127 
26,120 
26,33 
26,118 
26,73 
26,76 
26,14 
26,125 
26,31 
26,24 
26,74 
26,141 
26,114 
26,66 
26,11 
26,149 
26,83 
26,79 
26,206 
26,108 
26,59 
26,86 
26,167 
26,129 
26,55 
26,117 
26,77 
26,85 
26,147 
26,143 
26,1 
26,8 
26,168 
42,13 
42,120 
42,29 
42,144 
42,148 
42,194 
42,100 
42,6 
42,138 
42,35 
42,17 
42,136 
42,200 
42,186 
42,63 
42,156 
42,143 
42,168 
42,60 
51,101 
51,177 
51,70 
51,5 
51,190 
51,186 
51,88 
51,43 
51,142 
51,48 
51,40 
51,128 
51,104 
51,94 
51,154 
51,57 
51,15 
51,146 
55,62 
55,18 
55,33 
55,27 
55,169 
55,125 
55,141 
55,19 
55,100 
55,12 
55,108 
55,59 
55,86 
55,138 
55,121 
55,117 
55,89 
55,42 
55,106 
59,62 
59,33 
59,0 
59,169 
59,125 
59,141 
59,171 
59,114 
59,9 
59,183 
59,100 
59,11 
59,72 
59,79 
59,206 
59,81 
59,21 
59,129 
59,2 
59,77 
59,39 
59,147 
59,46 
59,89 
59,105 
59,168 
59,68 
59,110 
59,103 
59,184 
59,106 
59,44 
59,196 
59,94 
59,145 
59,185 
93,91 
93,62 
93,33 
93,69 
93,4 
93,72 
93,206 
93,108 
93,59 
93,17 
93,26 
93,166 
93,2 
93,117 
93,56 
93,1 
93,106 
93,154 
111,18 
111,120 
111,33 
111,114 
111,204 
111,203 
111,59 
111,34 
111,129 
111,63 
111,117 
111,77 
111,147 
111,143 
111,168 
111,42 
111,106 
111,181 
116,13 
116,61 
116,139 
116,95 
116,98 
116,125 
116,7 
116,112 
116,66 
116,4 
116,11 
116,203 
116,123 
116,59 
116,34 
116,167 
116,129 
116,172 
116,117 
122,91 
122,176 
122,109 
122,28 
122,4 
122,100 
122,203 
122,206 
122,108 
122,59 
122,17 
122,3 
122,117 
122,77 
122,1 
122,168 
122,42 
125,130 
125,13 
125,91 
125,193 
125,62 
125,82 
125,118 
125,135 
125,76 
125,38 
125,66 
125,4 
125,119 
125,108 
125,47 
125,117 
125,152 
125,84 
125,103 
132,191 
132,13 
132,144 
132,58 
132,202 
132,203 
132,53 
132,108 
132,59 
132,26 
132,2 
132,97 
132,117 
132,56 
132,89 
132,1 
132,105 
132,168 
132,42 
132,181 
132,44 
136,33 
136,144 
136,14 
136,161 
136,102 
136,71 
136,114 
136,52 
136,4 
136,100 
136,75 
136,192 
136,177 
136,206 
136,207 
136,108 
136,59 
136,173 
136,121 
136,115 
136,133 
136,186 
136,55 
136,151 
136,156 
136,142 
136,96 
136,1 
136,8 
136,168 
136,205 
136,106 
136,181 
136,22 
136,128 
136,140 
147,197 
147,120 
147,144 
147,66 
147,11 
147,12 
147,206 
147,108 
147,86 
147,17 
147,63 
147,117 
147,143 
147,8 
147,168 
147,42 
147,106 
160,13 
160,116 
160,18 
160,120 
160,139 
160,202 
160,4 
160,203 
160,155 
160,59 
160,34 
160,167 
160,136 
160,30 
160,186 
160,78 
160,51 
160,117 
160,39 
160,43 
160,147 
160,182 
160,89 
160,1 
160,84 
160,8 
160,110 
160,103 
160,128 
160,15 
164,188 
164,191 
164,130 
164,162 
164,116 
164,91 
164,193 
164,113 
164,62 
164,170 
164,82 
164,33 
164,135 
164,199 
164,139 
164,45 
164,124 
164,76 
164,95 
164,14 
164,71 
164,98 
164,125 
164,7 
164,175 
164,171 
164,114 
164,158 
164,4 
164,195 
164,79 
164,206 
164,207 
164,108 
164,34 
164,189 
164,55 
164,172 
164,117 
164,36 
164,147 
164,134 
164,1 
164,103 
168,18 
168,120 
168,73 
168,31 
168,112 
168,66 
168,100 
168,12 
168,206 
168,6 
168,86 
168,138 
168,17 
168,117 
168,143 
168,89 
168,8 
168,205 
168,198 
168,106 
168,67 
168,60 
172,208 
172,33 
172,76 
172,163 
172,95 
172,14 
172,49 
172,125 
172,23 
172,7 
172,179 
172,114 
172,119 
172,79 
172,12 
172,41 
172,108 
172,167 
172,190 
172,115 
172,55 
172,117 
172,77 
172,137 
172,143 
172,1 
172,198 
172,106 
172,50 
186,161 
186,101 
186,83 
186,177 
186,70 
186,129 
186,43 
186,142 
186,96 
186,99 
186,106 
186,40 
186,25 
186,128 
186,104 
186,140 
186,57 
186,15 
187,13 
187,91 
187,118 
187,169 
187,114 
187,203 
187,79 
187,12 
187,206 
187,59 
187,26 
187,166 
187,117 
187,77 
187,147 
187,143 
187,153 
187,1 
187,84 
187,42 
187,16 
187,106 
